CustomerID,Recency,Frequency,Monetary,r_recency,r_frequency,r_monetary,RFM_Score
13203.0,10,57,869.46,5,3,3,533
13207.0,15,8,250.26,4,1,2,412
13208.0,59,148,1217.65,3,5,4,354
13209.0,30,321,5891.61,4,5,5,455
13210.0,94,22,353.48,2,2,2,222
13211.0,10,55,1095.42,5,3,4,534
13212.0,20,141,786.83,4,5,3,453
13213.0,57,90,1520.58,3,4,4,344
13216.0,268,5,333.74,1,1,2,112
13217.0,122,4,533.98,2,1,3,213
13218.0,127,5,62.64,2,1,1,211
13220.0,78,21,819.29,2,2,3,223
13221.0,240,66,847.41,1,4,3,143
13223.0,200,5,163.2,1,1,1,111
13224.0,60,108,2155.95,3,4,5,345
13225.0,3,32,6463.84,5,3,5,535
13226.0,273,16,108.21,1,2,1,121
13227.0,202,9,257.7,1,1,2,112
13228.0,81,2,358.0,2,1,2,212
13229.0,226,10,160.95,1,1,1,111
13230.0,4,587,2755.63,5,5,5,555
13232.0,13,202,1328.35,5,5,4,554
13233.0,74,43,605.12,2,3,3,233
13235.0,212,58,1031.07,1,4,4,144
13236.0,25,36,744.85,4,3,3,433
13238.0,17,31,700.73,4,3,3,433
13239.0,262,21,329.56,1,2,2,122
13240.0,96,67,663.65,2,4,3,243
13242.0,112,13,270.4,2,1,2,212
13243.0,203,57,585.12,1,3,3,133
13244.0,93,27,121.74,2,2,1,221
13245.0,51,16,430.5,3,2,2,322
13246.0,18,136,1961.52,4,5,4,454
13247.0,18,25,501.12,4,2,3,423
13248.0,125,26,465.68,2,2,2,222
13249.0,92,23,711.41,2,2,3,223
13253.0,157,36,1030.4,2,3,4,234
13255.0,9,13,399.51,5,1,2,512
13258.0,12,36,672.83,5,3,3,533
13259.0,62,81,283.18,3,4,2,342
13260.0,61,8,557.62,3,1,3,313
13261.0,269,9,944.1,1,1,4,114
13262.0,263,11,200.29,1,1,1,111
13263.0,1,1667,7436.93,5,5,5,555
13265.0,53,90,2092.66,3,4,5,345
13266.0,11,187,3834.26,5,5,5,555
13267.0,3,211,4521.49,5,5,5,555
13268.0,18,433,3174.75,4,5,5,455
13269.0,1,315,5343.28,5,5,5,555
13270.0,366,1,590.0,1,1,3,113
13271.0,37,87,211.49,3,4,1,341
13272.0,31,15,276.56,4,2,2,422
13273.0,113,16,138.98,2,2,1,221
13276.0,64,30,590.93,3,3,3,333
13277.0,16,8,258.4,4,1,2,412
13278.0,41,46,542.73,3,3,3,333
13279.0,78,9,137.75,2,1,1,211
13280.0,122,82,798.46,2,4,3,243
13282.0,18,37,1132.14,4,3,4,434
13283.0,60,7,93.66,3,1,1,311
13284.0,331,13,201.19,1,1,1,111
13285.0,23,187,2709.12,4,5,5,455
13291.0,156,42,361.11,2,3,2,232
13292.0,39,31,578.94,3,3,3,333
13294.0,190,54,873.74,1,3,3,133
13295.0,360,10,201.2,1,1,1,111
13296.0,137,5,87.4,2,1,1,211
13297.0,8,59,2089.85,5,4,5,545
13298.0,1,2,360.0,5,1,2,512
13299.0,268,5,142.5,1,1,1,111
13300.0,169,20,371.89,2,2,2,222
13301.0,104,81,618.09,2,4,3,243
13302.0,155,1,63.75,2,1,1,211
13304.0,351,21,300.42,1,2,2,122
13305.0,4,81,2000.86,5,4,4,544
13307.0,120,1,15.0,2,1,1,211
13308.0,23,54,1385.51,4,3,4,434
13309.0,7,107,1456.79,5,4,4,544
13310.0,28,72,1132.03,4,4,4,444
13311.0,4,26,598.57,5,2,3,523
13313.0,22,78,1555.32,4,4,4,444
13314.0,2,62,775.94,5,4,3,543
13316.0,37,86,5732.93,3,4,5,345
13317.0,66,124,2273.68,3,5,5,355
13318.0,1,20,640.76,5,2,3,523
13319.0,5,476,10845.55,5,5,5,555
13320.0,78,105,1532.2,2,4,4,244
13321.0,72,11,567.36,3,1,3,313
13322.0,17,25,199.48,4,2,1,421
13323.0,3,21,787.85,5,2,3,523
13324.0,36,75,7121.95,3,4,5,345
13325.0,82,12,675.3,2,1,3,213
13327.0,39,108,3627.77,3,4,5,345
13328.0,316,17,1308.48,1,2,4,124
13329.0,32,17,789.0,4,2,3,423
13330.0,93,53,1140.93,2,3,4,234
13332.0,14,21,350.9,4,2,2,422
13334.0,82,265,3502.32,2,5,5,255
13336.0,77,51,795.12,2,3,3,233
13338.0,158,19,487.02,2,2,2,222
13339.0,201,54,860.12,1,3,3,133
13340.0,45,134,10736.48,3,5,5,355
13341.0,261,42,775.85,1,3,3,133
13343.0,178,19,353.43,2,2,2,222
13344.0,68,116,2511.69,3,4,5,345
13345.0,288,20,389.5,1,2,2,122
13347.0,70,8,341.36,3,1,2,312
13348.0,64,14,233.76,3,1,1,311
13349.0,11,16,247.32,5,2,1,521
13350.0,16,40,979.12,4,3,4,434
13351.0,66,16,373.94,3,2,2,322
13352.0,60,24,397.98,3,2,2,322
13354.0,71,51,743.53,3,3,3,333
13355.0,122,32,674.7,2,3,3,233
13356.0,80,42,768.24,2,3,3,233
13357.0,257,89,609.4,1,4,3,143
13358.0,269,29,439.03,1,2,2,122
13359.0,64,23,439.56,3,2,2,322
13362.0,9,166,3090.74,5,5,5,555
13363.0,18,60,992.5,4,4,4,444
13364.0,71,10,134.96,3,1,1,311
13365.0,34,128,2225.37,3,5,5,355
13366.0,50,1,56.16,3,1,1,311
13368.0,257,29,623.4,1,2,3,123
13369.0,366,14,308.28,1,1,2,112
13370.0,372,39,754.87,1,3,3,133
13372.0,90,23,378.64,2,2,2,222
13373.0,61,158,3312.25,3,5,5,355
13375.0,89,37,778.65,2,3,3,233
13376.0,99,53,1019.76,2,3,4,234
13379.0,26,97,572.56,4,4,3,443
13381.0,32,172,3639.31,4,5,5,455
13382.0,281,15,222.99,1,2,1,121
13384.0,31,152,4151.93,4,5,5,455
13385.0,330,35,534.57,1,3,3,133
13388.0,131,35,677.1,2,3,3,233
13389.0,11,51,797.96,5,3,3,533
13390.0,75,13,544.08,2,1,3,213
13391.0,204,1,59.8,1,1,1,111
13394.0,2,155,2520.02,5,5,5,555
13395.0,185,21,307.72,1,2,2,122
13396.0,29,43,1360.99,4,3,4,434
13397.0,73,38,1544.13,2,3,4,234
13398.0,192,26,457.34,1,2,2,122
13402.0,127,39,621.23,2,3,3,233
13403.0,18,3,75.0,4,1,1,411
13404.0,1,11,252.49,5,1,2,512
13405.0,74,27,572.45,2,2,3,223
13408.0,2,478,28117.04,5,5,5,555
13410.0,24,28,1003.06,4,2,4,424
13411.0,107,18,213.55,2,2,1,221
13414.0,134,24,1390.5,2,2,4,224
13416.0,44,19,712.5,3,2,3,323
13417.0,5,28,640.83,5,2,3,523
13418.0,12,304,6127.43,5,5,5,555
13419.0,64,16,221.06,3,2,1,321
13420.0,150,8,159.85,2,1,1,211
13421.0,40,102,1833.71,3,4,4,344
13422.0,64,127,2626.3,3,5,5,355
13425.0,108,78,1624.21,2,4,4,244
13426.0,1,157,3641.32,5,5,5,555
13427.0,19,29,582.6,4,2,3,423
13428.0,10,71,201.78,5,4,1,541
13429.0,11,67,1006.8,5,4,4,544
13430.0,19,49,679.45,4,3,3,433
13431.0,67,46,1269.1,3,3,4,334
13434.0,74,10,534.24,2,1,3,213
13435.0,5,101,3809.89,5,4,5,545
13436.0,2,12,196.89,5,1,1,511
13437.0,14,167,3408.06,4,5,5,455
13439.0,255,54,283.71,1,3,2,132
13441.0,92,13,296.64,2,1,2,212
13447.0,23,59,1129.14,4,4,4,444
13448.0,17,194,3534.69,4,5,5,455
13449.0,24,19,291.88,4,2,2,422
13450.0,27,71,2043.72,4,4,4,444
13451.0,26,433,2898.26,4,5,5,455
13452.0,259,2,590.0,1,1,3,113
13453.0,166,17,356.98,2,2,2,222
13455.0,25,46,1058.34,4,3,4,434
13456.0,18,63,1766.72,4,4,4,444
13458.0,7,382,9646.57,5,5,5,555
13460.0,29,17,183.44,4,2,1,421
13461.0,39,27,1445.0,3,2,4,324
13462.0,253,9,151.5,1,1,1,111
13464.0,58,41,674.68,3,3,3,333
13466.0,184,17,307.9,1,2,2,122
13467.0,11,98,1071.91,5,4,4,544
13468.0,2,302,5704.97,5,5,5,555
13470.0,99,10,165.0,2,1,1,211
13471.0,1,254,2501.84,5,5,5,555
13473.0,61,21,422.64,3,2,2,322
13474.0,236,62,226.84,1,4,1,141
13475.0,191,86,1431.78,1,4,4,144
13476.0,179,58,1238.47,2,4,4,244
13477.0,38,79,1454.58,3,4,4,344
13479.0,201,15,300.95,1,2,2,122
13481.0,46,109,1804.56,3,4,4,344
13482.0,232,11,184.64,1,1,1,111
13483.0,66,10,140.34,3,1,1,311
13484.0,241,8,313.8,1,1,2,112
13485.0,233,23,454.24,1,2,2,122
13486.0,78,69,1122.41,2,4,4,244
13487.0,58,34,575.4,3,3,3,333
13488.0,17,422,8968.31,4,5,5,455
13489.0,105,14,449.52,2,1,2,212
13491.0,52,86,1215.82,3,4,4,344
13492.0,136,50,1269.84,2,3,4,234
13493.0,275,8,618.63,1,1,3,113
13494.0,312,18,316.26,1,2,2,122
13495.0,8,48,2044.87,5,3,4,534
13496.0,11,35,653.33,5,3,3,533
13497.0,283,19,348.05,1,2,2,122
13499.0,18,42,1159.11,4,3,4,434
13500.0,23,65,1166.77,4,4,4,444
13501.0,288,52,1340.32,1,3,4,134
13502.0,17,18,292.0,4,2,2,422
13503.0,71,17,216.85,3,2,1,321
13504.0,64,22,295.93,3,2,2,322
13505.0,73,215,4393.63,2,5,5,255
13506.0,316,26,458.52,1,2,2,122
13507.0,3,162,2479.16,5,5,5,555
13508.0,244,12,110.97,1,1,1,111
13509.0,9,44,979.72,5,3,4,534
13510.0,1,115,1791.56,5,4,4,544
13512.0,261,15,251.21,1,2,2,122
13513.0,127,10,205.1,2,1,1,211
13514.0,74,4,152.2,2,1,1,211
13515.0,73,59,891.12,2,4,3,243
13516.0,21,44,1389.41,4,3,4,434
13517.0,60,141,2128.42,3,5,5,355
13518.0,86,36,627.16,2,3,3,233
13519.0,78,8,122.75,2,1,1,211
13520.0,59,93,3624.35,3,4,5,345
13521.0,1,418,1071.73,5,5,4,554
13522.0,30,5,125.8,4,1,1,411
13523.0,33,172,3964.88,4,5,5,455
13524.0,41,27,680.18,3,2,3,323
13525.0,15,6,628.78,4,1,3,413
13527.0,34,217,2242.36,3,5,5,355
13529.0,79,15,307.76,2,2,2,222
13531.0,205,22,483.8,1,2,2,122
13532.0,34,66,210.31,3,4,1,341
13533.0,183,75,269.09,1,4,2,142
13534.0,2,296,5870.08,5,5,5,555
13536.0,1,178,3444.39,5,5,5,555
13538.0,43,25,1280.85,3,2,4,324
13539.0,86,37,631.34,2,3,3,233
13544.0,40,78,276.06,3,4,2,342
13546.0,12,97,621.09,5,4,3,543
13548.0,96,123,678.16,2,5,3,253
13549.0,26,51,918.2,4,3,3,433
13551.0,319,4,91.8,1,1,1,111
13552.0,66,109,3740.07,3,4,5,345
13555.0,74,135,4098.88,2,5,5,255
13557.0,28,34,584.06,4,3,3,433
13558.0,6,169,594.52,5,5,3,553
13560.0,7,32,171.42,5,3,1,531
13561.0,216,14,141.86,1,1,1,111
13562.0,82,82,1799.33,2,4,4,244
13563.0,84,49,777.53,2,3,3,233
13564.0,144,81,1724.67,2,4,4,244
13565.0,19,38,240.22,4,3,1,431
13566.0,41,169,856.84,3,5,3,353
13568.0,173,43,187.05,2,3,1,231
13569.0,17,79,338.62,4,4,2,442
13570.0,243,27,239.49,1,2,1,121
13571.0,13,340,2088.94,5,5,5,555
13572.0,206,33,1384.25,1,3,4,134
13573.0,50,25,290.25,3,2,2,322
13575.0,23,46,732.07,4,3,3,433
13576.0,10,126,6717.34,5,5,5,555
13577.0,25,83,1687.6,4,4,4,444
13579.0,15,23,467.04,4,2,2,422
13581.0,309,10,118.0,1,1,1,111
13583.0,156,53,781.03,2,3,3,233
13584.0,307,24,142.4,1,2,1,121
13587.0,64,8,712.4,3,1,3,313
13588.0,16,174,2478.95,4,5,5,455
13589.0,15,21,379.65,4,2,2,422
13590.0,11,87,1981.92,5,4,4,544
13591.0,65,58,1117.13,3,4,4,344
13592.0,36,16,247.96,3,2,1,321
13593.0,108,127,2011.88,2,5,4,254
13594.0,53,26,396.97,3,2,2,322
13596.0,6,146,664.11,5,5,3,553
13598.0,47,35,160.04,3,3,1,331
13599.0,1,246,5149.92,5,5,5,555
13600.0,312,19,219.52,1,2,1,121
13601.0,45,99,693.32,3,4,3,343
13602.0,65,23,428.89,3,2,2,322
13603.0,26,27,164.34,4,2,1,421
13606.0,29,40,276.75,4,3,2,432
13607.0,40,97,675.51,3,4,3,343
13610.0,12,215,1082.33,5,5,4,554
13611.0,89,72,1154.4,2,4,4,244
13614.0,24,195,1585.46,4,5,4,454
13615.0,319,23,417.69,1,2,2,122
13617.0,40,44,544.18,3,3,3,333
13618.0,174,13,177.34,2,1,1,211
13621.0,117,19,213.85,2,2,1,221
13623.0,31,78,727.74,4,4,3,443
13626.0,253,19,257.23,1,2,2,122
13627.0,59,92,1638.47,3,4,4,344
13629.0,23,59,7792.36,4,4,5,445
13630.0,5,71,2031.78,5,4,4,544
13631.0,100,11,3070.42,2,1,5,215
13632.0,25,145,2118.93,4,5,5,455
13634.0,33,186,1547.36,4,5,4,454
13635.0,68,62,1071.03,3,4,4,344
13636.0,37,63,949.12,3,4,4,344
13637.0,52,99,804.3,3,4,3,343
13638.0,16,8,122.64,4,1,1,411
13639.0,74,40,1033.34,2,3,4,234
13642.0,216,57,312.28,1,3,2,132
13643.0,31,28,519.44,4,2,3,423
13644.0,16,146,2624.26,4,5,5,455
13645.0,120,5,252.1,2,1,2,212
13647.0,10,78,1648.12,5,4,4,544
13649.0,257,23,346.6,1,2,2,122
13650.0,17,96,1836.34,4,4,4,444
13651.0,35,6,94.2,3,1,1,311
13652.0,46,63,1095.08,3,4,4,344
13654.0,43,166,2707.33,3,5,5,355
13655.0,114,56,932.97,2,3,3,233
13656.0,165,49,379.65,2,3,2,232
13657.0,11,16,382.14,5,2,2,522
13658.0,10,108,2639.17,5,4,5,545
13659.0,206,103,1563.0,1,4,4,144
13662.0,86,52,881.26,2,3,3,233
13663.0,179,13,189.47,2,1,1,211
13666.0,60,12,84.65,3,1,1,311
13667.0,149,83,299.05,2,4,2,242
13668.0,3,463,6309.83,5,5,5,555
13669.0,51,9,218.55,3,1,1,311
13670.0,75,25,349.7,2,2,2,222
13672.0,301,6,186.39,1,1,1,111
13673.0,19,60,387.44,4,4,2,442
13675.0,151,25,486.82,2,2,2,222
13678.0,152,16,232.6,2,2,1,221
13680.0,1,194,3719.12,5,5,5,555
13681.0,18,57,827.83,4,3,3,433
13682.0,187,3,59.5,1,1,1,111
13684.0,286,29,65.13,1,2,1,121
13685.0,3,39,3119.44,5,3,5,535
13686.0,183,8,72.0,1,1,1,111
13689.0,63,6,910.0,3,1,3,313
13690.0,59,9,172.25,3,1,1,311
13692.0,25,53,1488.32,4,3,4,434
13694.0,4,568,65039.62,5,5,5,555
13695.0,31,90,2504.13,4,4,5,445
13697.0,39,12,151.3,3,1,1,311
13699.0,155,14,308.58,2,1,2,212
13700.0,26,194,2248.63,4,5,5,455
13703.0,318,1,99.5,1,1,1,111
13704.0,5,134,2308.06,5,5,5,555
13705.0,8,28,711.86,5,2,3,523
13706.0,303,20,330.79,1,2,2,122
13707.0,267,48,806.41,1,3,3,133
13708.0,271,49,285.33,1,3,2,132
13709.0,4,335,6307.65,5,5,5,555
13710.0,32,8,180.48,4,1,1,411
13711.0,219,13,252.06,1,1,2,112
13712.0,247,10,228.84,1,1,1,111
13715.0,281,104,1077.39,1,4,4,144
13716.0,269,21,138.28,1,2,1,121
13717.0,32,102,1445.01,4,4,4,444
13718.0,246,12,306.55,1,1,2,112
13719.0,15,60,1041.68,4,4,4,444
13720.0,117,43,799.9,2,3,3,233
13721.0,36,28,524.14,3,2,3,323
13722.0,132,85,2375.41,2,4,5,245
13723.0,217,6,199.85,1,1,1,111
13725.0,50,104,1980.56,3,4,4,344
13726.0,39,42,1079.66,3,3,4,334
13727.0,29,20,333.48,4,2,2,422
13728.0,37,63,1016.14,3,4,4,344
13730.0,136,43,752.6,2,3,3,233
13731.0,219,38,610.59,1,3,3,133
13732.0,28,33,491.86,4,3,3,433
13735.0,25,195,2883.54,4,5,5,455
13736.0,5,190,729.8,5,5,3,553
13737.0,200,30,339.6,1,3,2,132
13739.0,18,3,216.9,4,1,1,411
13740.0,241,23,350.75,1,2,2,122
13741.0,72,34,668.43,3,3,3,333
13742.0,17,313,3107.87,4,5,5,455
13743.0,3,41,1341.6,5,3,4,534
13744.0,95,63,1080.52,2,4,4,244
13745.0,162,25,300.04,2,2,2,222
13747.0,374,1,79.6,1,1,1,111
13748.0,96,28,948.25,2,2,4,224
13750.0,54,24,1647.26,3,2,4,324
13751.0,288,9,296.25,1,1,2,112
13752.0,124,75,1175.38,2,4,4,244
13753.0,288,35,741.26,1,3,3,133
13754.0,152,12,282.6,2,1,2,212
13755.0,4,321,2108.06,5,5,5,555
13756.0,2,142,5189.52,5,5,5,555
13758.0,12,117,3190.55,5,4,5,545
13759.0,33,25,659.41,4,2,3,423
13760.0,54,57,286.79,3,3,2,332
13761.0,50,70,1070.65,3,4,4,344
13762.0,219,7,306.72,1,1,2,112
13763.0,63,15,1714.96,3,2,4,324
13764.0,71,207,1519.42,3,5,4,354
13767.0,2,368,17220.36,5,5,5,555
13769.0,2,135,2796.51,5,5,5,555
13771.0,64,119,2634.45,3,4,5,345
13772.0,34,173,1122.63,3,5,4,354
13774.0,82,22,345.0,2,2,2,222
13777.0,1,197,25977.16,5,5,5,555
13778.0,103,9,178.7,2,1,1,211
13780.0,7,57,360.01,5,3,2,532
13781.0,251,17,127.84,1,2,1,121
13782.0,13,113,908.86,5,4,3,543
13784.0,10,31,2462.79,5,3,5,535
13786.0,367,7,230.4,1,1,1,111
13787.0,76,31,309.04,2,3,2,232
13790.0,4,45,348.8,5,3,2,532
13791.0,128,11,1516.0,2,1,4,214
13792.0,66,13,195.55,3,1,1,311
13798.0,1,349,37153.85,5,5,5,555
13799.0,117,39,688.86,2,3,3,233
13800.0,310,33,558.32,1,3,3,133
13801.0,67,23,324.8,3,2,2,322
13802.0,139,60,4599.42,2,4,5,245
13803.0,255,17,277.07,1,2,2,122
13804.0,31,135,2588.39,4,5,5,455
13805.0,52,13,924.6,3,1,3,313
13806.0,64,10,256.38,3,1,2,312
13807.0,367,7,112.6,1,1,1,111
13808.0,6,76,1747.66,5,4,4,544
13809.0,305,12,155.05,1,1,1,111
13810.0,29,35,1499.01,4,3,4,434
13811.0,184,13,814.5,1,1,3,113
13812.0,42,36,539.0,3,3,3,333
13813.0,40,69,1366.86,3,4,4,344
13814.0,92,57,1579.12,2,3,4,234
13815.0,22,176,4027.36,4,5,5,455
13816.0,24,28,571.67,4,2,3,423
13817.0,29,24,382.98,4,2,2,422
13819.0,302,36,1140.35,1,3,4,134
13821.0,145,59,385.64,2,4,2,242
13822.0,6,96,632.0,5,4,3,543
13823.0,19,40,957.66,4,3,4,434
13824.0,33,46,1698.94,4,3,4,434
13826.0,176,10,189.5,2,1,1,211
13827.0,58,92,409.8,3,4,2,342
13828.0,22,15,209.49,4,2,1,421
13831.0,16,72,2198.45,4,4,5,445
13832.0,19,3,52.2,4,1,1,411
13833.0,159,28,383.85,2,2,2,222
13835.0,25,55,834.57,4,3,3,433
13837.0,212,18,266.59,1,2,2,122
13838.0,6,165,674.82,5,5,3,553
13841.0,253,1,85.0,1,1,1,111
13842.0,59,206,3385.62,3,5,5,355
13844.0,11,20,361.62,5,2,2,522
13845.0,65,9,312.98,3,1,2,312
13846.0,25,55,865.06,4,3,3,433
13848.0,92,5,1255.0,2,1,4,214
13849.0,52,101,1537.95,3,4,4,344
13850.0,129,93,1595.48,2,4,4,244
13851.0,96,81,2651.46,2,4,5,245
13853.0,57,23,1090.14,3,2,4,324
13854.0,9,110,8109.52,5,4,5,545
13856.0,169,14,388.5,2,1,2,212
13858.0,57,11,216.17,3,1,1,311
13859.0,326,28,201.16,1,2,1,121
13860.0,1,76,1245.9,5,4,4,544
13862.0,18,139,2209.36,4,5,5,455
13863.0,248,20,305.78,1,2,2,122
13865.0,58,30,501.56,3,3,3,333
13866.0,74,7,145.67,2,1,1,211
13867.0,31,60,1005.09,4,4,4,444
13868.0,7,33,3192.54,5,3,5,535
13869.0,123,304,3083.65,2,5,5,255
13870.0,2,115,2770.94,5,4,5,545
13871.0,23,336,6403.25,4,5,5,455
13873.0,120,23,389.6,2,2,2,222
13874.0,358,18,540.45,1,2,3,123
13875.0,54,104,1786.79,3,4,4,344
13876.0,64,7,122.7,3,1,1,311
13877.0,86,3,117.24,2,1,1,211
13878.0,55,35,1271.57,3,3,4,334
13880.0,21,165,3219.77,4,5,5,455
13881.0,4,178,17159.52,5,5,5,555
13882.0,3,65,1191.13,5,4,4,544
13883.0,11,142,2674.48,5,5,5,555
13884.0,7,59,787.6,5,4,3,543
13885.0,189,28,506.8,1,2,3,123
13886.0,71,16,243.56,3,2,1,321
13887.0,204,19,349.55,1,2,2,122
13888.0,120,39,595.67,2,3,3,233
13889.0,93,15,416.9,2,2,2,222
13890.0,1,110,1883.81,5,4,4,544
13892.0,27,27,632.97,4,2,3,423
13893.0,298,21,821.1,1,2,3,123
13894.0,24,27,564.62,4,2,3,423
13895.0,28,118,2593.07,4,4,5,445
13897.0,50,17,311.16,3,2,2,322
13898.0,326,12,155.93,1,1,1,111
13899.0,16,19,388.52,4,2,2,422
13900.0,183,43,740.95,1,3,3,133
13901.0,72,149,2867.2,3,5,5,355
13904.0,37,26,332.64,3,2,2,322
13908.0,80,122,2369.55,2,5,5,255
13911.0,57,148,2580.91,3,5,5,355
13914.0,12,33,626.45,5,3,3,533
13917.0,50,18,272.04,3,2,2,322
13918.0,50,30,1212.84,3,3,4,334
13919.0,59,28,384.81,3,2,2,322
13922.0,352,7,172.25,1,1,1,111
13923.0,54,20,351.13,3,2,2,322
13924.0,2,117,1838.85,5,4,4,544
13925.0,93,41,678.25,2,3,3,233
13926.0,23,11,223.85,4,1,1,411
13927.0,75,21,348.99,2,2,2,222
13928.0,11,27,464.57,5,2,2,522
13929.0,169,9,842.65,2,1,3,213
13930.0,58,17,337.34,3,2,2,322
13931.0,96,58,1237.53,2,4,4,244
13932.0,295,16,307.4,1,2,2,122
13933.0,109,23,608.79,2,2,3,223
13934.0,264,31,922.1,1,3,3,133
13936.0,180,26,376.58,1,2,2,122
13937.0,169,9,158.85,2,1,1,211
13938.0,35,7,71.66,3,1,1,311
13939.0,23,45,568.55,4,3,3,433
13940.0,17,49,839.14,4,3,3,433
13941.0,22,45,5112.96,4,3,5,435
13946.0,79,11,561.57,2,1,3,213
13947.0,65,5,90.6,3,1,1,311
13948.0,361,3,102.0,1,1,1,111
13949.0,3,160,2427.32,5,5,5,555
13950.0,11,35,745.06,5,3,3,533
13951.0,176,39,674.45,2,3,3,233
13952.0,218,137,3251.07,1,5,5,155
13953.0,7,20,3515.68,5,2,5,525
13954.0,2,25,439.92,5,2,2,522
13955.0,154,33,322.96,2,3,2,232
13956.0,5,147,1019.27,5,5,4,554
13959.0,79,90,594.04,2,4,3,243
13960.0,21,12,230.22,4,1,1,411
13962.0,22,11,169.55,4,1,1,411
13963.0,308,35,664.54,1,3,3,133
13967.0,146,2,80.7,2,1,1,211
13969.0,7,619,9024.17,5,5,5,555
13971.0,19,149,2758.26,4,5,5,455
13972.0,71,15,190.25,3,2,1,321
13973.0,287,11,264.7,1,1,2,112
13974.0,49,28,413.59,3,2,2,322
13975.0,31,329,2461.24,4,5,5,455
13976.0,207,10,357.98,1,1,2,112
13978.0,15,15,196.79,4,2,1,421
13979.0,73,54,869.87,2,3,3,233
13980.0,60,11,200.14,3,1,1,311
13982.0,39,111,1871.81,3,4,4,344
13983.0,30,107,2603.43,4,4,5,445
13984.0,27,16,920.51,4,2,3,423
13985.0,4,349,7060.13,5,5,5,555
13986.0,17,13,320.46,4,1,2,412
13988.0,20,234,4147.96,4,5,5,455
13989.0,66,41,1266.08,3,3,4,334
13990.0,213,16,311.3,1,2,2,122
13991.0,12,82,852.88,5,4,3,543
13992.0,30,5,76.8,4,1,1,411
13993.0,43,121,3466.36,3,5,5,355
13994.0,4,148,2274.14,5,5,5,555
13995.0,15,86,1393.69,4,4,4,444
13999.0,10,208,3901.81,5,5,5,555
14000.0,211,15,635.66,1,2,3,123
14001.0,46,39,2043.08,3,3,4,334
14002.0,134,47,529.73,2,3,3,233
14004.0,43,171,4582.64,3,5,5,355
14005.0,10,84,2874.72,5,4,5,545
14006.0,116,30,962.19,2,3,4,234
14009.0,198,42,695.61,1,3,3,133
14012.0,278,11,328.8,1,1,2,112
14013.0,110,34,473.02,2,3,2,232
14014.0,77,39,505.18,2,3,3,233
14015.0,53,20,917.34,3,2,3,323
14016.0,162,161,4341.21,2,5,5,255
14019.0,47,66,1421.61,3,4,4,344
14020.0,17,39,642.8,4,3,3,433
14021.0,155,22,631.9,2,2,3,223
14022.0,225,28,440.0,1,2,2,122
14023.0,7,31,584.07,5,3,3,533
14024.0,122,16,327.7,2,2,2,222
14027.0,61,6,104.82,3,1,1,311
14029.0,63,15,467.66,3,2,2,322
14030.0,18,242,2358.84,4,5,5,455
14031.0,7,250,17286.86,5,5,5,555
14032.0,2,143,2975.59,5,5,5,555
14034.0,22,86,648.89,4,4,3,443
14035.0,29,66,1428.02,4,4,4,444
14036.0,285,38,626.65,1,3,3,133
14037.0,176,28,147.2,2,2,1,221
14038.0,78,92,1560.38,2,4,4,244
14039.0,33,6,152.2,4,1,1,411
14040.0,41,229,3560.32,3,5,5,355
14041.0,266,21,141.41,1,2,1,121
14044.0,27,206,646.42,4,5,3,453
14045.0,109,6,1659.75,2,1,4,214
14046.0,284,14,154.99,1,1,1,111
14047.0,9,32,1308.61,5,3,4,534
14048.0,305,85,409.93,1,4,2,142
14049.0,17,478,5578.72,4,5,5,455
14050.0,32,54,746.36,4,3,3,433
14051.0,1,210,15610.39,5,5,5,555
14052.0,20,56,225.36,4,3,1,431
14053.0,124,4,260.25,2,1,2,212
14054.0,65,6,92.46,3,1,1,311
14055.0,106,10,725.64,2,1,3,213
14056.0,1,1088,8152.71,5,5,5,555
14057.0,24,283,6211.66,4,5,5,455
14059.0,267,8,183.6,1,1,1,111
14060.0,5,202,6140.42,5,5,5,555
14062.0,10,111,10464.85,5,4,5,545
14064.0,29,77,1334.34,4,4,4,444
14066.0,267,7,152.55,1,1,1,111
14067.0,64,52,374.7,3,3,2,332
14068.0,320,24,265.85,1,2,2,122
14071.0,4,323,1437.57,5,5,4,554
14073.0,32,13,151.04,4,1,1,411
14075.0,5,43,942.26,5,3,4,534
14076.0,129,44,118.67,2,3,1,231
14077.0,41,42,499.42,3,3,3,333
14078.0,102,65,1049.37,2,4,4,244
14079.0,125,12,375.1,2,1,2,212
14080.0,33,4,45.6,4,1,1,411
14081.0,302,150,921.62,1,5,3,153
14082.0,365,29,182.25,1,2,1,121
14083.0,4,177,1002.9,5,5,4,554
14085.0,2,448,4421.29,5,5,5,555
14087.0,3,68,191.47,5,4,1,541
14088.0,10,589,50491.81,5,5,5,555
14089.0,57,13,158.75,3,1,1,311
14090.0,325,1,76.32,1,1,1,111
14092.0,8,214,4076.91,5,5,5,555
14093.0,12,100,433.86,5,4,2,542
14096.0,4,5111,65164.79,5,5,5,555
14098.0,37,21,147.35,3,2,1,321
14099.0,16,250,3104.17,4,5,5,455
14100.0,138,25,191.95,2,2,1,221
14101.0,74,35,5976.79,2,3,5,235
14102.0,5,58,1105.88,5,4,4,544
14104.0,155,21,216.21,2,2,1,221
14105.0,239,74,1266.23,1,4,4,144
14107.0,52,123,2703.23,3,5,5,355
14108.0,31,34,597.91,4,3,3,433
